,full_name,age,league,position,Current Club,Shooting,shot/goal conversion,Vision,Crossing,Dribbling,Possession,Interceptions,Tackling,Aerials won,pace,Defense,height_cm,weight_kg,preferred_foot,player_face_url,player_positions,club_name
1003,Konstantinos Stafylidis,29,Bundesliga,Defender,Bochum,0.0,0.0,12.323232323232322,20.330969267139476,9.256449165402124,53.823155991515875,60.91549295774649,54.382022471910105,9.450832672482157,0.0,62.40318082585114,0.0,0.0,,,,
1006,Adrien Thomasson,29,Ligue 1,Midfielder,Lens,23.823580482722697,16.0,28.686868686868685,7.565011820330969,12.29135053110774,72.92827249623286,9.859154929577468,41.79775280898876,5.997830601498183,0.0,43.75267765006045,0.0,0.0,,,,
1009,Leonardo Bittencourt,29,Bundesliga,Midfielder,Werder Bremen,21.39260288244487,16.3265306122449,16.161616161616163,8.037825059101655,18.20940819423369,61.89818243034222,20.070422535211268,65.84269662921348,4.697494168108962,53.03030303030303,56.820852378467336,170.0,62.0,Right,https://cdn.sofifa.net/players/203/106/23_120.png,CAM,Werder Bremen
1010,Andrea Belotti,29,Serie A,Forward,Roma,0.0,0.0,24.040404040404038,1.8912529550827422,6.0698027314112295,46.662367763249534,8.450704225352114,19.775280898876403,21.72605212064864,65.15151515151516,24.91138094808046,181.0,84.0,Right,https://cdn.sofifa.net/players/208/596/23_120.png,ST,Roma
1011,Raphaël Adelino José Guerreiro,29,Bundesliga,Defender,Borussia Dortmund,21.283468085574935,16.161616161616163,46.46464646464646,29.07801418439716,16.843702579666164,80.21886671120697,47.535211267605646,34.8314606741573,1.528880347713639,63.63636363636364,54.61079154574972,170.0,71.0,Left,https://cdn.sofifa.net/players/209/889/23_120.png,"LB, LM",Borussia Dortmund
1012,Sergi Darder,29,La Liga,Midfielder,RCD Espanyol,25.714340838494337,22.857142857142858,40.4040404040404,32.624113475177296,25.03793626707132,65.85897735147302,23.94366197183099,40.22471910112359,2.5329952700063854,0.0,45.689317938009054,0.0,0.0,,,,
1013,Juriën Gaari,29,Eredivisie,Defender,RKC Waalwijk,0.0,0.0,6.8686868686868685,0.7092198581560283,5.159332321699545,79.29323089362123,40.140845070422536,41.573033707865164,11.300310690580426,78.78787878787878,55.58873444463538,181.0,73.0,Right,https://cdn.sofifa.net/players/250/917/23_120.png,"CB, RWB",RKC Waalwijk
1014,Stole Dimitrievski,29,La Liga,Goalkeeper,Rayo Vallecano,0.0,0.0,0.606060606060606,0.0,0.0,17.47929602245324,1.0563380281690142,0.6741573033707864,1.9003178048213316,0.0,4.215453631861731,188.0,84.0,Right,https://cdn.sofifa.net/players/211/348/23_120.png,GK,Rayo Vallecano
1018,Issiaga Sylla,29,Ligue 1,Defender,Montpellier,7.82441123697265,8.823529411764705,16.363636363636363,9.456264775413711,9.104704097116844,70.84565226250484,80.28169014084507,42.24719101123595,10.208953158513804,0.0,67.11176449730932,0.0,0.0,,,,
1019,Gonzalo Julián Melero Manzanares,29,La Liga,Midfielder,Almería,27.19397074481331,22.093023255813954,18.383838383838384,0.0,13.050075872534142,82.82294046564377,11.971830985915496,33.483146067415724,6.365360824742269,33.33333333333333,42.75988742594032,183.0,77.0,Right,https://cdn.sofifa.net/players/227/508/23_120.png,"CM, CDM",Almería
1024,Hans Hateboer,29,Serie A,Defender,Atalanta,10.816453207672946,10.344827586206897,16.767676767676765,12.056737588652481,3.9453717754172994,73.10740086517211,31.690140845070427,30.337078651685392,12.009611216024572,77.27272727272727,45.20061782908253,185.0,72.0,Right,https://cdn.sofifa.net/players/220/093/23_120.png,"RWB, RB, RM",Atalanta
1025,Jonas Omlin,29,Bundesliga,Goalkeeper,Borussia M'gladbach,0.0,0.0,2.8282828282828283,0.0,0.0,66.34266622765278,0.0,1.5730337078651686,2.175249746460428,0.0,17.4787169277861,0.0,0.0,,,,
1026,Jonas Omlin,29,Ligue 1,Goalkeeper,Montpellier,0.0,0.0,0.0,0.0,0.0,39.873330340954425,0.0,1.797752808988764,1.8032410676458126,0.0,10.472257648955722,189.0,80.0,Right,https://cdn.sofifa.net/players/223/550/23_120.png,GK,Montpellier
1029,Emanuel Quartsin Gyasi,29,Serie A,Forward,Spezia,10.273131266359258,9.523809523809524,14.14141414141414,3.073286052009456,3.3383915022761763,72.79577673302535,8.802816901408452,18.651685393258425,4.205444519517883,72.72727272727273,31.172429572802866,181.0,70.0,Right,https://cdn.sofifa.net/players/220/491/23_120.png,"RM, LM, ST",Spezia
1030,Emre Can,29,Bundesliga,Midfielder,Borussia Dortmund,15.409696899538886,14.285714285714285,19.39393939393939,1.1820330969267139,9.559939301972687,88.6737962045263,44.014084507042256,57.303370786516844,12.219431032232807,72.72727272727273,67.6898067395241,186.0,86.0,Right,https://cdn.sofifa.net/players/208/333/23_120.png,"CM, CB, CDM",Borussia Dortmund
1031,Rodrigo Abascal Barros,29,Liga NOS,Defender,Boavista FC,0.0,0.0,7.878787878787879,4.7281323877068555,1.8209408194233687,71.23172607130192,53.87323943661973,41.348314606741575,9.153348835333809,50.0,57.8710120483037,187.0,87.0,Left,https://cdn.sofifa.net/players/253/276/22_120.png,"CB, LB",Boavista FC
1032,Benjamin Bourigeaud,29,Ligue 1,Midfielder,Rennes,22.490792763409537,13.986013986013987,58.98989898989898,51.06382978723404,5.766312594840668,71.53842379396596,29.929577464788736,28.764044943820224,2.5032999715951814,68.18181818181819,43.2020863799022,178.0,70.0,Right,https://cdn.sofifa.net/players/214/097/23_120.png,"RW, RM, LM",Rennes
1033,Eric Dier,29,Premier League,Defender,Tottenham Hotspur,17.662309668225447,20.689655172413794,4.444444444444444,2.3640661938534278,0.4552352048558422,80.55471509341547,38.380281690140855,21.573033707865164,19.439412404071014,34.848484848484844,44.96710664205099,188.0,90.0,Right,https://cdn.sofifa.net/players/202/335/23_120.png,CB,Tottenham Hotspur
1034,Cédric Hountondji,29,Ligue 1,Defender,Angers SCO,0.0,0.0,1.818181818181818,0.0,0.0,83.01368499483198,61.26760563380282,33.93258426966292,14.508220459440295,19.696969696969703,59.71279090887057,195.0,81.0,Right,https://cdn.sofifa.net/players/219/680/23_120.png,CB,Angers SCO
1036,Matthias Ginter,29,Bundesliga,Defender,Freiburg,24.837349864966214,25.53191489361702,7.272727272727272,0.7092198581560283,0.9104704097116844,74.75054630678088,35.563380281690144,29.43820224719101,26.61410956135031,0.0,46.71452239681082,0.0,0.0,,,,
1037,Reinildo Mandava,29,La Liga,Defender,Atlético Madrid,0.0,0.0,8.888888888888888,4.491725768321513,4.400606980273141,83.49029400823065,47.535211267605646,72.80898876404494,11.317493643257977,80.3030303030303,75.60749237010529,180.0,73.0,Left,https://cdn.sofifa.net/players/236/045/23_120.png,"LB, CB",Atlético Madrid
1038,Jack Stephens,29,Premier League,Defender,AFC Bournemouth,0.0,0.0,4.444444444444444,3.546099290780141,3.3383915022761763,75.00850601130273,41.90140845070423,28.31460674157303,8.667430316914853,19.696969696969703,48.01689092805371,185.0,75.0,Right,https://cdn.sofifa.net/players/202/697/23_120.png,CB,AFC Bournemouth
1039,Rani Khedira,29,Bundesliga,Midfielder,Union Berlin,11.911790241361349,12.0,5.05050505050505,3.073286052009456,4.248861911987861,60.579739298265366,45.422535211267615,43.82022471910112,10.213577394577184,0.0,53.48946217428512,0.0,0.0,,,,
1040,Haris Belkebla,29,Ligue 1,Midfielder,Brest,23.933874836809377,29.166666666666668,6.8686868686868685,1.6548463356973995,7.132018209408194,80.47696010647866,55.98591549295776,61.57303370786517,5.282632473063229,36.36363636363636,71.62605919501584,177.0,68.0,Right,https://cdn.sofifa.net/players/224/444/23_120.png,"CDM, CM",Brest
1041,Philipp Mwene,29,Eredivisie,Defender,PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727272727273,0.0,172.0,68.0,Right,https://cdn.sofifa.net/players/216/275/23_120.png,"RB, LB",PSV
1042,Dominik Kohr,29,Bundesliga,Midfielder,Mainz 05,17.74513607972349,14.814814814814813,10.303030303030303,0.0,3.9453717754172994,57.192357725106035,45.07042253521127,55.50561797752809,10.400916380297824,0.0,58.60277661783725,0.0,0.0,,,,
1043,Elseid Hysaj,29,Serie A,Defender,Lazio,26.943335069745906,35.714285714285715,10.909090909090908,6.382978723404255,4.0971168437025804,80.39806906022145,33.45070422535211,39.550561797752806,8.10613588374115,66.66666666666667,52.52642820639312,182.0,70.0,Right,https://cdn.sofifa.net/players/210/864/23_120.png,"LB, RB",Lazio
1044,Adrien Tameze,29,Serie A,Midfielder,Hellas Verona,0.0,0.0,13.131313131313131,2.836879432624113,9.863429438543248,66.12699662500347,38.380281690140855,35.28089887640449,6.004476397178514,66.66666666666667,48.062933267270054,180.0,78.0,Right,https://cdn.sofifa.net/players/213/242/23_120.png,"CM, CDM",Hellas Verona
1045,Luis Ezequiel Ávila,29,La Liga,Forward,CA Osasuna,38.65127771025062,16.40625,18.989898989898986,22.222222222222218,12.5948406676783,30.016994826662355,16.549295774647888,9.43820224719101,14.252995909775874,75.75757575757575,17.593950595328277,172.0,81.0,Left,https://cdn.sofifa.net/players/228/520/22_120.png,"ST, RM",CA Osasuna
1046,João Rafael de Brito Teixeira,29,Liga NOS,Midfielder,GD Chaves,17.33237136322642,10.19108280254777,43.63636363636363,36.406619385342786,12.898330804248863,76.71142383027734,27.816901408450708,48.53932584269663,3.8280362904585776,69.6969696969697,54.296521501915336,179.0,72.0,Right,https://cdn.sofifa.net/players/222/832/19_120.png,"LW, CM",GD Chaves
1047,Christopher Antwi-Adjej,29,Bundesliga,Midfielder,Bochum,19.674529949214815,15.730337078651688,30.3030303030303,17.730496453900706,17.905918057663126,50.72647054984742,8.450704225352114,22.24719101123595,4.9465857973736505,0.0,27.02082234663364,0.0,0.0,,,,
1048,Rui Tiago Dantas da Silva,29,La Liga,Goalkeeper,Real Betis,0.0,0.0,0.0,0.0,0.606980273141123,36.38794390550953,0.0,3.3707865168539324,2.1001850383293683,0.0,10.366371437445896,191.0,91.0,Right,https://cdn.sofifa.net/players/210/385/23_120.png,GK,Real Betis
1049,Hakan Çalhanoğlu,29,Serie A,Midfielder,Inter,12.752681031165052,8.270676691729323,54.34343434343434,62.647754137115825,4.0971168437025804,85.89250311169076,32.04225352112677,40.0,4.138469886055344,54.54545454545455,53.70117476553678,178.0,76.0,Right,https://cdn.sofifa.net/players/208/128/23_120.png,CM,Inter
1050,Miguel Almirón,29,Premier League,Midfielder,Newcastle United,42.14361230962654,24.68354430379747,18.78787878787879,4.255319148936169,16.843702579666164,78.7663069472384,12.67605633802817,40.22471910112359,1.6795738173925912,84.84848484848484,45.36811453596232,174.0,70.0,Left,https://cdn.sofifa.net/players/230/977/23_120.png,"RW, RM",Newcastle United
1053,David García Zubiría,29,La Liga,Defender,CA Osasuna,16.213270050741837,17.5,3.4343434343434343,0.0,1.5174506828528074,71.42962250409605,56.338028169014095,24.719101123595504,21.718648535452314,33.33333333333333,50.22544077448457,185.0,72.0,Right,https://cdn.sofifa.net/players/225/341/22_120.png,CB,CA Osasuna
1054,Cédric Brunner,29,Bundesliga,Defender,Schalke 04,0.0,0.0,14.545454545454543,17.021276595744677,4.248861911987861,50.95201123118517,54.92957746478874,32.35955056179775,10.26671100764882,57.57575757575758,48.06775339799307,180.0,75.0,Right,https://cdn.sofifa.net/players/215/604/23_120.png,"RB, CB",Schalke 04
1055,Amir Rrahmani,29,Serie A,Defender,Napoli,11.250024116841276,10.000000000000002,8.888888888888888,0.0,1.6691957511380882,91.99767891987068,16.901408450704228,27.191011235955052,19.214928239336974,45.45454545454545,43.790430835253275,192.0,83.0,Right,https://cdn.sofifa.net/players/244/263/23_120.png,CB,Napoli
1057,Ludovic Ajorque,29,Bundesliga,Forward,Mainz 05,47.90332849751768,28.387096774193548,19.19191919191919,2.1276595744680846,5.159332321699545,27.74003270368597,3.1690140845070425,9.662921348314606,44.23794016906542,0.0,13.117595378786188,0.0,0.0,,,,
1059,Arkadiusz Milik,29,Serie A,Forward,Juventus,39.44645134394172,19.607843137254903,19.39393939393939,0.0,8.649468892261002,65.32369347830831,2.1126760563380285,15.280898876404494,15.463917525773198,45.45454545454545,25.338249333336403,186.0,80.0,Left,https://cdn.sofifa.net/players/205/175/23_120.png,ST,Juventus
1061,Yusupha Njie,29,Liga NOS,Forward,Boavista FC,50.2891738137202,20.99236641221374,15.353535353535353,0.9456264775413711,17.298937784522003,67.12261577924491,10.563380281690142,22.696629213483146,13.8434732103964,0.0,32.52425646357432,0.0,0.0,,,,
1064,Jonny,29,Premier League,Defender,Wolverhampton Wanderers,14.702716940424274,15.217391304347828,7.6767676767676765,7.328605200945625,12.898330804248863,77.50860971073948,35.21126760563381,51.91011235955056,8.351251256979815,62.121212121212125,58.837167729957926,170.0,70.0,Right,https://cdn.sofifa.net/players/210/455/23_120.png,"RB, LWB, RWB",Wolverhampton Wanderers
1069,Jordan Pickford,29,Premier League,Goalkeeper,Everton,0.0,0.0,1.212121212121212,0.0,0.0,13.310702846595618,3.873239436619719,0.0,1.6866350886969443,0.0,3.681127043439247,185.0,77.0,Left,https://cdn.sofifa.net/players/204/935/23_120.png,GK,Everton
1070,Marvin Ducksch,29,Bundesliga,Forward,Werder Bremen,35.84801176655555,16.170212765957444,30.5050505050505,28.841607565011817,5.311077389984826,47.26469800200448,9.15492957746479,7.191011235955056,5.877043786565216,59.09090909090909,18.431541570885795,188.0,79.0,Right,https://cdn.sofifa.net/players/197/031/23_120.png,ST,Werder Bremen
1072,Christian Nørgaard,29,Premier League,Midfielder,Brentford,7.497223815765406,6.329113924050633,12.525252525252524,2.6004728132387704,5.159332321699545,61.5450230636479,55.633802816901415,55.95505617977528,7.131553838635359,43.93939393939394,63.49629298258989,187.0,77.0,Right,https://cdn.sofifa.net/players/210/697/23_120.png,"CDM, CM",Brentford
1073,Andrew Robertson,29,Premier League,Defender,Liverpool,0.0,0.0,36.56565656565657,44.444444444444436,7.890743550834599,77.84351424501767,19.718309859154935,30.56179775280899,5.968068324861773,74.24242424242425,42.47666431698343,178.0,64.0,Left,https://cdn.sofifa.net/players/216/267/23_120.png,LB,Liverpool
1075,Gerard Deulofeu,29,Serie A,Forward,Udinese,14.721898567221956,7.246376811594203,71.71717171717171,33.09692671394799,19.119878603945374,70.4295005056162,5.281690140845071,13.258426966292133,0.5759326133470903,89.3939393939394,26.460966805861123,177.0,73.0,Right,https://cdn.sofifa.net/players/202/477/23_120.png,"CF, ST",Udinese
1076,Yannick Gerhardt,29,Bundesliga,Defender,Wolfsburg,37.644311467891946,27.88461538461538,20.2020202020202,8.274231678486997,3.0349013657056148,60.87553869028821,12.323943661971832,32.35955056179775,7.512700435207096,0.0,36.4047334374162,0.0,0.0,,,,
1078,Pathé Ciss,29,La Liga,Midfielder,Rayo Vallecano,9.002516524131584,6.60377358490566,8.686868686868687,0.0,4.248861911987861,75.77236777395294,54.92957746478874,62.24719101123595,17.731633292378294,48.484848484848484,70.57022358140446,185.0,71.0,Right,https://cdn.sofifa.net/players/250/858/23_120.png,CDM,Rayo Vallecano
1079,Soualiho Meïté,29,Serie A,Midfielder,Cremonese,0.0,0.0,10.707070707070708,1.8912529550827422,12.5948406676783,79.15783400573457,34.85915492957747,43.59550561797752,7.695450357260827,53.03030303030303,54.78333577248948,189.0,84.0,Right,https://cdn.sofifa.net/players/205/391/23_120.png,"CM, CDM",Cremonese
1081,Ivan Provedel,29,Serie A,Goalkeeper,Lazio,0.0,0.0,0.606060606060606,0.0,0.4552352048558422,65.90190622529832,0.0,0.6741573033707864,1.2345753616707558,0.0,16.872122522782977,192.0,84.0,Right,https://cdn.sofifa.net/players/224/987/23_120.png,GK,Lazio
1082,Assan Ceesay,29,Serie A,Forward,Lecce,19.852983735602248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.84848484848484,0.0,189.0,74.0,Left,https://cdn.sofifa.net/players/220/306/23_120.png,ST,Lecce
1084,Jean Eudès Aholou,29,Ligue 1,Midfielder,Strasbourg,25.01475950685883,16.799999999999997,12.525252525252524,1.6548463356973995,13.657056145675266,62.081974570493145,55.98591549295776,57.52808988764045,14.0520463798481,46.96969696969697,64.70155867018049,186.0,71.0,Left,https://cdn.sofifa.net/players/220/905/23_120.png,"CM, CDM",Strasbourg
1085,Joshua Brenet,29,Eredivisie,Defender,Twente,39.11773091607554,31.11111111111111,31.717171717171716,14.184397163120565,20.789074355083464,63.72271880975637,37.676056338028175,40.44943820224719,6.625540057005517,0.0,49.90608985908884,0.0,0.0,,,,
1087,Jean-Paul Boëtius,29,Bundesliga,Forward,Hertha BSC,0.0,0.0,22.626262626262626,4.0189125295508275,7.890743550834599,57.61136899609721,33.45070422535211,59.99999999999999,3.3559362125721948,62.121212121212125,57.062194297857445,178.0,76.0,Right,https://cdn.sofifa.net/players/205/402/23_120.png,"CAM, CM",Hertha BSC
1089,Oussama Tannane,29,Eredivisie,Forward,NEC,23.135449173958794,9.9601593625498,51.51515151515151,41.60756501182033,25.341426403641883,63.51715257032728,11.619718309859158,38.42696629213483,3.9148430613574523,80.3030303030303,40.00615369922947,177.0,80.0,Left,https://cdn.sofifa.net/players/208/045/23_120.png,"CAM, RW",NEC
1090,Aritz Elustondo,29,La Liga,Defender,Real Sociedad,0.0,0.0,5.05050505050505,2.836879432624113,4.704097116843703,74.50710618117733,46.12676056338029,36.40449438202247,8.721265287827368,50.0,53.54988952475907,180.0,71.0,Right,https://cdn.sofifa.net/players/226/221/23_120.png,"CB, RB",Real Sociedad
1093,Brian Oliván Herrero,29,La Liga,Defender,RCD Espanyol,8.161782202414258,8.333333333333334,25.656565656565654,30.969267139479904,2.276176024279211,50.62240960129975,28.87323943661972,38.651685393258425,4.946146517360859,0.0,42.45883286101366,0.0,0.0,,,,
1095,Janik Haberer,29,Bundesliga,Midfielder,Union Berlin,26.085150150985474,19.41747572815534,18.18181818181818,3.7825059101654843,6.22154779969651,58.22804249727321,21.83098591549296,28.539325842696627,12.689775972347096,0.0,36.96042600849546,0.0,0.0,,,,
1096,Andries Noppert,29,Eredivisie,Goalkeeper,Heerenveen,0.0,0.0,1.0101010101010102,0.0,0.0,39.517088939169184,0.0,0.0,3.120274914089347,0.0,9.454114435250023,0.0,0.0,,,,
1099,Guido Rodríguez,29,La Liga,Midfielder,Real Betis,5.731144361409704,5.660377358490566,7.07070707070707,0.7092198581560283,10.47040971168437,84.41638132867388,44.3661971830986,81.12359550561797,10.981155198176797,0.0,79.15659482074183,0.0,0.0,,,,
1100,Cláudio Winck Neto,29,Liga NOS,Defender,CS Marítimo,30.735360005487923,24.444444444444443,24.24242424242424,10.638297872340424,13.657056145675266,46.50123139790483,33.098591549295776,51.460674157303366,9.57357075913777,0.0,49.57457663863184,0.0,0.0,,,,
1101,Michael Gregoritsch,29,Bundesliga,Forward,Freiburg,38.67811795865203,17.446808510638295,21.21212121212121,1.8912529550827422,6.373292867981791,23.119542922983143,5.985915492957748,15.955056179775278,43.61636010835891,0.0,16.11477690217674,0.0,0.0,,,,
1103,Fabio Cardoso,29,Liga NOS,Defender,Porto,23.52442593328211,20.54794520547945,3.03030303030303,0.0,3.3383915022761763,92.48276368183207,33.45070422535211,9.887640449438202,18.191076422221293,45.45454545454545,40.36183215783234,187.0,81.0,Right,https://cdn.sofifa.net/players/213/917/23_120.png,CB,Porto
1106,Mitchell Weiser,29,Bundesliga,Midfielder,Werder Bremen,10.018831327036484,8.13953488372093,29.49494949494949,24.822695035460992,20.33383915022762,50.580681123754204,31.690140845070427,58.65168539325842,6.964899361806578,63.63636363636364,53.93348456559542,177.0,73.0,Right,https://cdn.sofifa.net/players/206/591/23_120.png,"RWB, RM",Werder Bremen
1107,Ihlas Bebou,29,Bundesliga,Forward,Hoffenheim,49.62313868936449,30.98591549295775,19.39393939393939,0.0,21.547799696509863,45.004296652113936,20.422535211267608,24.49438202247191,12.80954964731416,0.0,30.80890118707398,0.0,0.0,,,,
1108,Vedat Muriqi,29,La Liga,Forward,RCD Mallorca,46.29605512788358,23.958333333333336,12.929292929292929,0.0,5.614567526555387,25.299480350875328,13.028169014084508,8.988764044943819,46.36033249430074,0.0,15.44848804230848,0.0,0.0,,,,
1109,Brice Samba,29,Ligue 1,Goalkeeper,Lens,0.0,0.0,1.0101010101010102,0.0,0.4552352048558422,55.72248827418218,0.0,0.6741573033707864,1.6866350886969443,0.0,14.142225158214703,186.0,79.0,Left,https://cdn.sofifa.net/players/204/883/23_120.png,GK,Lens
1112,Odisseas Vlachodimos,29,Liga NOS,Goalkeeper,Benfica,0.0,0.0,0.0,0.0,0.0,70.21595062708033,0.0,0.0,1.6070742281526231,0.0,17.68435745455108,188.0,81.0,Right,https://cdn.sofifa.net/players/211/990/23_120.png,GK,Benfica
1113,Jóbson de Brito Gonzaga,29,Liga NOS,Defender,Paços de Ferreira,0.0,0.0,0.0,0.0,0.0,88.29124087678784,40.49295774647887,33.483146067415724,13.824002783940147,66.66666666666667,53.91882492005824,184.0,71.0,Right,https://cdn.sofifa.net/players/251/681/23_120.png,CB,Paços de Ferreira
1114,Gaëtan Laborde,29,Ligue 1,Forward,Nice,47.72207788520238,23.113207547169807,32.92929292929293,14.65721040189125,11.380880121396055,50.723634640946074,11.619718309859158,34.38202247191011,13.726046417880363,65.15151515151516,34.60554659224303,181.0,78.0,Left,https://cdn.sofifa.net/players/209/519/23_120.png,ST,Nice
1116,Mattia Caldara,29,Serie A,Defender,Spezia,0.0,0.0,1.4141414141414141,0.0,2.1244309559939305,62.50761590039667,43.30985915492958,37.30337078651685,18.56413560666138,40.90909090909091,50.01620400466335,187.0,80.0,Right,https://cdn.sofifa.net/players/220/477/23_120.png,CB,Spezia
1117,Juan Agustín Musso,29,Serie A,Goalkeeper,Atalanta,0.0,0.0,0.8080808080808081,0.0,0.0,41.547484800854534,0.0,0.0,0.3378545984937936,0.0,9.953348401110095,191.0,93.0,Right,https://cdn.sofifa.net/players/214/979/23_120.png,GK,Atalanta
1118,Mateo Kovačić,29,Premier League,Midfielder,Chelsea,8.035731512029482,7.142857142857144,24.848484848484848,1.4184397163120566,14.264036418816389,80.51901543676038,30.98591549295775,36.85393258426966,4.120081312617976,59.09090909090909,50.248762200465606,177.0,80.0,Right,https://cdn.sofifa.net/players/207/410/23_120.png,CM,Chelsea
1119,Guillermo Maripán,29,Ligue 1,Defender,Monaco,24.534366320170182,24.074074074074073,1.6161616161616161,0.0,0.606980273141123,84.23530327435435,51.40845070422536,42.24719101123595,16.25143184421535,3.030303030303031,61.133178749603246,190.0,83.0,Right,https://cdn.sofifa.net/players/219/145/23_120.png,CB,Monaco
1123,Marquinhos,29,Ligue 1,Defender,Paris Saint Germain,13.897088614921573,14.000000000000002,6.06060606060606,0.0,0.0,100.0,25.70422535211268,26.741573033707862,8.779000769688674,72.72727272727273,48.48236548816526,183.0,75.0,Right,https://cdn.sofifa.net/players/207/865/23_120.png,CB,Paris Saint Germain
1126,Piotr Zieliński,29,Serie A,Midfielder,Napoli,13.455911198574855,8.333333333333332,65.45454545454545,37.825059101654844,12.44309559939302,84.35790168571208,17.957746478873243,14.831460674157302,1.5209312297879183,75.75757575757575,35.29917943128078,180.0,75.0,Right,https://cdn.sofifa.net/players/210/406/23_120.png,"CAM, CM",Napoli
1127,Rodrigo De Paul,29,La Liga,Midfielder,Atlético Madrid,13.046246454824333,10.714285714285714,45.050505050505045,13.238770685579196,12.746585735963581,77.87817586449782,11.619718309859158,37.52808988764045,2.9025813154319504,71.21212121212122,43.37892412965728,180.0,70.0,Right,https://cdn.sofifa.net/players/212/616/23_120.png,"CM, RM",Atlético Madrid
1128,Franco Emanuel Cervi,29,La Liga,Forward,Celta de Vigo,0.0,0.0,25.858585858585858,28.132387706855788,14.41578148710167,64.52175024104466,61.9718309859155,83.37078651685393,4.448121577635289,86.36363636363637,80.78023593126235,165.0,62.0,Left,https://cdn.sofifa.net/players/223/061/23_120.png,"LM, RM",Celta de Vigo
1129,João Cancelo,29,Bundesliga,Defender,FC Bayern München,16.78479534010008,16.36363636363636,26.06060606060606,13.002364066193852,41.88163884673748,79.95537512607115,35.563380281690144,39.32584269662921,10.385530409321051,0.0,53.03601327199101,0.0,0.0,,,,
1130,João Cancelo,29,Premier League,Defender,Manchester City,31.32359656061688,33.333333333333336,18.383838383838384,21.513002364066192,28.83156297420334,82.63244226511944,47.1830985915493,41.12359550561798,14.820695936741817,81.81818181818181,58.67103122248983,182.0,74.0,Right,https://cdn.sofifa.net/players/210/514/23_120.png,"LB, RB",Manchester City
1131,Maximilian Arnold,29,Bundesliga,Midfielder,Wolfsburg,24.8967147387012,21.62162162162162,25.05050505050505,28.60520094562647,4.552352048558422,74.15875171095416,30.63380281690141,48.98876404494382,7.3342196737871,0.0,54.84961634567597,0.0,0.0,,,,
1132,John Stones,29,Premier League,Defender,Manchester City,21.657800438838816,22.72727272727273,7.878787878787879,1.1820330969267139,3.6418816388467374,95.4658298481923,13.732394366197186,25.168539325842698,12.15034039018026,62.121212121212125,42.47920304437591,188.0,76.0,Right,https://cdn.sofifa.net/players/203/574/23_120.png,"CB, RB",Manchester City
1134,Yvon Mvogo,29,Ligue 1,Goalkeeper,Lorient,0.0,0.0,0.0,0.0,0.7587253414264037,53.50329284530372,3.521126760563381,0.0,1.9361882395755738,0.0,14.376052346125935,189.0,93.0,Right,https://cdn.sofifa.net/players/206/003/23_120.png,GK,Lorient
1135,Iván Márquez Álvarez,29,Eredivisie,Defender,NEC,13.889816459707067,10.989010989010989,4.646464646464646,0.0,1.5174506828528074,79.93184422859505,28.521126760563387,15.955056179775278,19.9929991757094,19.696969696969703,38.55167278744153,191.0,80.0,Right,https://cdn.sofifa.net/players/220/385/23_120.png,CB,NEC
1136,Mickey van der Hart,28,Eredivisie,Goalkeeper,Emmen,0.0,0.0,0.0,0.0,0.606980273141123,32.84336024243059,0.0,0.898876404494382,3.432302405498282,0.0,8.136873861605597,0.0,0.0,,,,
1137,Ji-Soo Park,28,Liga NOS,Defender,Portimonense,0.0,0.0,3.2323232323232323,0.0,2.427921092564492,74.68208291985391,13.732394366197186,42.471910112359545,14.60195207300547,0.0,46.02186604538038,0.0,0.0,,,,
1138,Federico Di Francesco,28,Serie A,Forward,Lecce,10.303263821907443,6.569343065693429,22.424242424242426,8.274231678486997,11.380880121396055,53.36930451856921,14.084507042253524,27.86516853932584,2.4149547860888068,74.24242424242425,32.5294781454008,171.0,75.0,Right,https://cdn.sofifa.net/players/213/814/23_120.png,"LW, RW",Lecce
1139,Iñaki Williams,28,La Liga,Forward,Athletic Club Bilbao,31.35753328495124,15.384615384615385,24.848484848484848,8.983451536643026,21.547799696509863,51.43809292788535,7.746478873239438,15.505617977528088,7.628432360943988,0.0,23.479339381313086,0.0,0.0,,,,
1141,Younes Namli,28,Eredivisie,Midfielder,Sparta Rotterdam,11.669311050697504,7.633587786259542,28.888888888888886,17.021276595744677,20.789074355083464,70.73162967584511,31.338028169014088,30.786516853932586,1.599229739567433,63.63636363636364,44.50471031086457,180.0,70.0,Left,https://cdn.sofifa.net/players/226/539/23_120.png,"RM, CAM, CM",Sparta Rotterdam
1142,Sébastien Haller,28,Bundesliga,Forward,Borussia Dortmund,66.19025711436873,34.02061855670103,25.05050505050505,0.0,9.408194233687405,52.2749931809187,2.8169014084507045,8.764044943820224,20.481545222142394,51.515151515151516,18.725857150670645,190.0,82.0,Right,https://cdn.sofifa.net/players/205/693/23_120.png,ST,Borussia Dortmund
1144,Moisés Gómez Bordonado,28,La Liga,Forward,CA Osasuna,20.514749860122322,20.0,38.38383838383838,32.86052009456264,11.684370257966616,86.82676662380081,13.028169014084508,21.34831460674157,1.9985494061369344,0.0,37.74206688794942,0.0,0.0,,,,
