,full_name,age,league,position,Current Club,Shooting,shot/goal conversion,Vision,Crossing,Dribbling,Possession,Interceptions,Tackling,Aerials won,pace,Defense,height_cm,weight_kg,preferred_foot,player_face_url,player_positions,club_name
3,Rafael Wihby Bracali,42,Liga NOS,Goalkeeper,Boavista FC,0.0,0.0,0.0,0.0,1.0622154779969653,32.98286454210195,2.464788732394367,1.5730337078651686,2.228767795778105,0.0,9.33476188007926,185.0,78.0,Right,https://cdn.sofifa.net/players/178/571/22_120.png,GK,Boavista FC
8,Pepe Reina,40,La Liga,Goalkeeper,Villarreal,0.0,0.0,0.0,0.0,0.7587253414264037,64.48690403294793,1.7605633802816905,0.0,1.063730084348641,0.0,16.724842327874367,188.0,92.0,Right,https://cdn.sofifa.net/players/024/630/23_120.png,GK,Villarreal
13,Kléper Laveran Lima Ferreira,40,Liga NOS,Defender,Porto,0.0,0.0,6.4646464646464645,1.1820330969267139,3.4901365705614573,85.04351424169349,38.73239436619719,39.10112359550561,17.86416935547336,69.6969696969697,55.47459278846914,188.0,79.0,Right,https://cdn.sofifa.net/players/120/533/23_120.png,CB,Porto
16,Claudio Andrés Bravo Muñoz,40,La Liga,Goalkeeper,Real Betis,0.0,0.0,0.0,0.0,0.0,19.78291991654369,5.985915492957748,0.0,1.950171821305842,0.0,6.134465873842199,184.0,80.0,Right,https://cdn.sofifa.net/players/174/543/23_120.png,GK,Real Betis
18,Dante,39,Ligue 1,Defender,Nice,5.59493178003336,5.454545454545453,6.666666666666667,0.0,2.883156297420334,89.41187521841718,39.43661971830987,42.92134831460674,15.104967197750703,1.5151515151515156,58.84611499090704,189.0,91.0,Left,https://cdn.sofifa.net/players/158/625/23_120.png,CB,Nice
20,Remko Pasveer,39,Eredivisie,Goalkeeper,Ajax,0.0,0.0,0.0,0.0,0.0,63.97434963765619,0.0,0.0,0.5200458190148912,0.0,15.987555452079544,187.0,88.0,Right,https://cdn.sofifa.net/players/162/328/23_120.png,GK,Ajax
21,Jose Fonte,39,Ligue 1,Defender,Lille,11.439100152418437,14.285714285714285,2.8282828282828283,0.0,2.1244309559939305,89.4623625742096,28.169014084507047,18.651685393258425,16.245164419670726,0.0,42.350313965921416,191.0,81.0,Right,https://cdn.sofifa.net/players/171/791/23_120.png,CB,Lille
22,Makoto Hasebe,39,Bundesliga,Midfielder,Eintracht Frankfurt,0.0,0.0,2.8282828282828283,0.0,0.0,85.6252143564378,38.73239436619719,31.011235955056176,6.97234845203311,31.818181818181813,51.197666769082076,180.0,72.0,Right,https://cdn.sofifa.net/players/181/098/23_120.png,"CB, CDM",Eintracht Frankfurt
24,Samir Handanovič,38,Serie A,Goalkeeper,Inter,0.0,0.0,1.4141414141414141,0.0,0.0,89.16984938010492,0.0,0.0,0.0,0.0,22.754508421914682,193.0,92.0,Right,https://cdn.sofifa.net/players/162/835/23_120.png,GK,Inter
26,Thiago Silva,38,Premier League,Defender,Chelsea,0.0,0.0,3.8383838383838382,0.0,1.6691957511380882,91.53241664450437,47.1830985915493,33.483146067415724,18.506732589943194,27.272727272727266,57.11236494464805,183.0,79.0,Right,https://cdn.sofifa.net/players/164/240/23_120.png,CB,Chelsea
31,Steve Mandanda,38,Ligue 1,Goalkeeper,Rennes,0.0,0.0,0.606060606060606,0.0,0.4552352048558422,54.32066191216819,0.0,0.0,1.6294539090486477,0.0,13.410094248064173,187.0,82.0,Right,https://cdn.sofifa.net/players/163/705/23_120.png,GK,Rennes
32,Łukasz Fabiański,38,Premier League,Goalkeeper,West Ham United,0.0,0.0,0.0,0.0,0.0,24.813224407558806,0.0,0.0,3.8327076256877817,0.0,5.51185906910284,190.0,83.0,Right,https://cdn.sofifa.net/players/164/835/23_120.png,GK,West Ham United
35,Luíz Carlos Martins Moreira,37,Liga NOS,Midfielder,Paços de Ferreira,0.0,0.0,13.737373737373737,4.0189125295508275,6.373292867981791,79.57220857668474,20.774647887323944,47.640449438202246,2.4504776812220004,33.33333333333333,52.20922627174107,175.0,65.0,Right,https://cdn.sofifa.net/players/148/403/23_120.png,"CM, CDM",Paços de Ferreira
36,Riad Nouri,37,Ligue 1,Forward,Ajaccio,8.917018118533214,8.474576271186441,26.86868686868687,31.442080378250587,9.711684370257968,57.07068889120444,24.295774647887324,26.29213483146067,4.985054596474105,0.0,36.16543630611899,0.0,0.0,,,,
37,Ashley Young,37,Premier League,Defender,Aston Villa,10.210105921166871,11.428571428571429,12.525252525252524,8.274231678486997,3.9453717754172994,64.66373687771457,34.15492957746479,50.561797752808985,4.478314094068371,56.06060606060606,54.255182679043486,175.0,65.0,Right,https://cdn.sofifa.net/players/152/908/23_120.png,"LB, RB, LM",Aston Villa
38,Francisco Guillermo Ochoa Magaña,37,Serie A,Goalkeeper,Salernitana,0.0,0.0,0.0,0.0,0.0,21.219153532157506,0.0,0.0,0.7800687285223368,0.0,4.493989573095316,185.0,78.0,Right,https://cdn.sofifa.net/players/140/233/23_120.png,GK,Salernitana
39,Burak Yılmaz,37,Eredivisie,Forward,Fortuna Sittard,34.68757436026059,15.416666666666668,23.838383838383834,2.836879432624113,6.828528072837633,59.99053210292254,2.8169014084507045,7.191011235955056,8.550144385698143,63.63636363636364,19.773687914709004,188.0,77.0,Right,https://cdn.sofifa.net/players/124/375/23_120.png,ST,Fortuna Sittard
40,Daniel Ciofani,37,Serie A,Forward,Cremonese,64.07390395958079,27.82258064516129,17.373737373737374,2.1276595744680846,0.0,35.8392887276503,5.985915492957748,11.46067415730337,21.375812922400858,33.33333333333333,16.80020747861173,191.0,82.0,Right,https://cdn.sofifa.net/players/178/475/23_120.png,ST,Cremonese
43,Raúl Albiol,37,La Liga,Defender,Villarreal,0.0,0.0,1.6161616161616161,0.0,3.1866464339908953,86.64885896558121,20.774647887323944,25.842696629213478,13.246450106983078,10.606060606060609,42.84193725308414,190.0,82.0,Right,https://cdn.sofifa.net/players/157/481/23_120.png,CB,Villarreal
44,Luka Modrić,37,La Liga,Midfielder,Real Madrid,29.68923476824154,23.863636363636363,43.838383838383834,18.203309692671393,14.871016691957513,90.72236060215769,20.070422535211268,24.269662921348313,4.4256048208430565,63.63636363636364,42.72651933675684,172.0,66.0,Right,https://cdn.sofifa.net/players/177/003/23_120.png,CM,Real Madrid
47,Jesús Navas,37,La Liga,Defender,Sevilla FC,0.0,0.0,23.030303030303028,23.640661938534276,6.22154779969651,71.99866956744754,30.281690140845075,20.44943820224719,5.334816532447592,84.84848484848484,39.123274526898456,172.0,60.0,Right,https://cdn.sofifa.net/players/146/536/22_120.png,"RB, RM",Sevilla FC
48,Adil Rami,37,Ligue 1,Defender,Troyes,0.0,0.0,3.4343434343434343,2.6004728132387704,3.4901365705614573,79.45200524803678,45.422535211267615,27.86516853932584,13.602448453608249,9.090909090909093,50.239336319554596,190.0,90.0,Right,https://cdn.sofifa.net/players/183/280/23_120.png,CB,Troyes
50,David Silva,37,La Liga,Midfielder,Real Sociedad,12.159952538056377,9.375,32.525252525252526,3.309692671394799,13.201820940819424,81.1801245907669,24.295774647887324,37.078651685393254,3.5856070258942956,45.45454545454545,48.29246346157154,173.0,67.0,Left,https://cdn.sofifa.net/players/168/542/23_120.png,"CAM, CM",Real Sociedad
53,Ciprian Tătărușanu,37,Serie A,Goalkeeper,AC Milan,0.0,0.0,2.424242424242424,0.0,0.0,60.97990767769011,2.1126760563380285,0.0,0.4875429553264605,0.0,15.890095277102223,198.0,90.0,Right,https://cdn.sofifa.net/players/201/325/22_120.png,GK,AC Milan
55,Anthony Losilla,37,Bundesliga,Midfielder,Bochum,10.727577176430689,9.210526315789474,9.292929292929292,1.6548463356973995,3.4901365705614573,46.67561389016518,42.95774647887325,58.65168539325842,23.702638796935588,0.0,56.94273687016897,0.0,0.0,,,,
56,Edin Džeko,37,Serie A,Forward,Inter,42.13244326111143,16.666666666666664,24.24242424242424,2.3640661938534278,4.704097116843703,53.935389213764154,7.394366197183099,3.595505617977528,17.054134145832464,48.484848484848484,17.934131676293358,193.0,80.0,Right,https://cdn.sofifa.net/players/180/930/23_120.png,ST,Inter
57,Mathieu Coutadeur,37,Ligue 1,Midfielder,Ajaccio,0.0,0.0,10.303030303030303,1.1820330969267139,3.4901365705614573,78.34628574281822,29.22535211267606,26.96629213483146,2.880253766851705,22.727272727272734,43.85861834565951,169.0,67.0,Right,https://cdn.sofifa.net/players/177/482/23_120.png,"CDM, CM",Ajaccio
58,Manuel Neuer,37,Bundesliga,Goalkeeper,FC Bayern München,0.0,0.0,0.0,0.0,0.0,83.23870581650417,0.0,0.0,1.950171821305842,0.0,21.19227074644341,193.0,93.0,Right,https://cdn.sofifa.net/players/167/495/23_120.png,GK,FC Bayern München
59,Sergio Ramos,37,Ligue 1,Defender,Paris Saint Germain,12.90443942814146,12.5,2.6262626262626263,3.073286052009456,2.5796661608497726,98.8092037990865,35.21126760563381,24.719101123595504,14.51826584842163,45.45454545454545,50.38374368622257,184.0,82.0,Right,https://cdn.sofifa.net/players/155/862/23_120.png,CB,Paris Saint Germain
61,Rúben Miguel Marques dos Santos Fernandes,37,Liga NOS,Defender,Gil Vicente,0.0,0.0,4.242424242424242,0.0,2.5796661608497726,79.5797829607767,49.647887323943664,13.93258426966292,14.538786702786304,39.39393939393939,44.386390328873006,187.0,81.0,Left,https://cdn.sofifa.net/players/018/115/23_120.png,CB,Gil Vicente
62,Miguel Veloso,37,Serie A,Midfielder,Hellas Verona,0.0,0.0,31.31313131313131,38.29787234042553,4.704097116843703,61.3905070657095,19.014084507042256,55.50561797752809,8.42955915898923,19.696969696969703,50.96209217836528,180.0,79.0,Left,https://cdn.sofifa.net/players/178/007/23_120.png,CM,Hellas Verona
63,Lasse Schöne,37,Eredivisie,Forward,NEC,6.121336651810693,6.25,27.272727272727273,28.132387706855788,7.890743550834599,84.25185502227248,45.422535211267615,33.258426966292134,6.575507293740158,7.575757575757578,54.24543432166574,178.0,78.0,Right,https://cdn.sofifa.net/players/172/143/23_120.png,"CM, CDM",NEC
67,João Moutinho,36,Premier League,Midfielder,Wolverhampton Wanderers,0.0,0.0,35.95959595959596,20.330969267139476,4.855842185128984,77.0768440577447,32.3943661971831,58.202247191011224,3.1500251516325433,18.181818181818187,60.994811360476106,170.0,61.0,Right,https://cdn.sofifa.net/players/162/347/23_120.png,CM,Wolverhampton Wanderers
68,Cédric Avinel,36,Ligue 1,Defender,Ajaccio,25.367701439936205,33.333333333333336,0.0,0.0,0.0,79.37437453795795,26.408450704225356,12.359550561797752,13.735139714060152,57.57575757575758,35.69917708222221,187.0,85.0,Right,https://cdn.sofifa.net/players/179/931/23_120.png,CB,Ajaccio
69,Andrés Guardado,36,La Liga,Midfielder,Real Betis,14.702716940424274,15.217391304347828,14.545454545454543,6.146572104018912,5.007587253414265,78.82402397828781,48.59154929577465,57.303370786516844,8.686354837257461,45.45454545454545,66.51633808257009,169.0,67.0,Left,https://cdn.sofifa.net/players/171/897/23_120.png,CDM,Real Betis
70,Olivier Giroud,36,Serie A,Forward,AC Milan,48.68296881252029,19.56521739130435,20.2020202020202,0.0,3.1866464339908953,37.21443488221344,2.8169014084507045,7.415730337078651,31.37706617520014,12.121212121212125,14.150553652525932,193.0,91.0,Left,https://cdn.sofifa.net/players/178/509/22_120.png,ST,AC Milan
72,Adil Auassar,36,Eredivisie,Midfielder,Sparta Rotterdam,0.0,0.0,2.8282828282828283,0.0,0.7587253414264037,79.94671994513999,61.26760563380282,35.955056179775276,11.224299910146053,0.0,59.8953337938664,186.0,80.0,Left,https://cdn.sofifa.net/players/185/171/23_120.png,CB,Sparta Rotterdam
73,Cristhian Stuani,36,La Liga,Forward,Girona FC,68.9909635540557,28.25278810408922,15.353535353535353,1.8912529550827422,0.0,59.95358031973595,5.985915492957748,24.49438202247191,12.454878858759999,51.515151515151516,29.982667529744912,186.0,72.0,Right,https://cdn.sofifa.net/players/186/537/19_120.png,"ST, RM",Girona FC
76,Kasper Schmeichel,36,Ligue 1,Goalkeeper,Nice,0.0,0.0,1.212121212121212,0.0,0.0,59.71581653923798,1.0563380281690142,0.6741573033707864,0.650057273768614,0.0,15.552882540137066,189.0,89.0,Right,https://cdn.sofifa.net/players/163/587/23_120.png,GK,Nice
77,Vasco Herculano Salgado Cunha Mango Fernandes,36,Liga NOS,Defender,Casa Pia,0.0,0.0,4.444444444444444,0.9456264775413711,1.6691957511380882,82.51434947271429,42.25352112676057,17.977528089887638,8.527067072916232,42.42424242424242,44.720290083240286,182.0,76.0,Right,https://cdn.sofifa.net/players/185/200/23_120.png,"CB, LB",Casa Pia
78,Ricardo Jorge Cecília Batista,36,Liga NOS,Goalkeeper,Casa Pia,0.0,0.0,0.0,0.0,0.4552352048558422,31.6399754405232,0.0,0.0,2.7679858108857114,0.0,7.329837954508701,193.0,86.0,Left,https://cdn.sofifa.net/players/157/970/23_120.png,GK,Casa Pia
80,Keylor Navas,36,Premier League,Goalkeeper,Nottingham Forest,0.0,0.0,0.0,0.0,0.9104704097116844,13.50258382210474,2.1126760563380285,0.0,2.7531837477258945,0.0,3.1603586264088257,0.0,0.0,,,,
82,Hugo Lloris,36,Premier League,Goalkeeper,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0,58.160986570438666,0.0,0.898876404494382,3.500761746315111,0.0,14.946566217133903,188.0,82.0,Left,https://cdn.sofifa.net/players/167/948/23_120.png,GK,Tottenham Hotspur
85,Vicente Guaita,36,Premier League,Goalkeeper,Crystal Palace,0.0,0.0,0.0,0.0,0.0,42.709753355044455,0.0,0.0,3.1780577828687795,0.0,10.313673215273514,190.0,80.0,Right,https://cdn.sofifa.net/players/189/690/23_120.png,GK,Crystal Palace
86,Steven de Sousa Vitoria,36,Liga NOS,Defender,GD Chaves,33.930554020847474,27.27272727272727,2.8282828282828283,0.7092198581560283,1.0622154779969653,79.67548676664262,36.9718309859155,15.280898876404494,17.51174696682797,0.0,40.92028914044781,0.0,0.0,,,,
87,Jamie Vardy,36,Premier League,Forward,Leicester City,18.13020415524007,12.396694214876034,13.737373737373737,1.1820330969267139,8.801213960546281,19.093190810750684,5.281690140845071,11.01123595505618,18.195987619959475,80.3030303030303,11.771046750347256,179.0,74.0,Right,https://cdn.sofifa.net/players/208/830/23_120.png,ST,Leicester City
91,Andrea Consigli,36,Serie A,Goalkeeper,Sassuolo,0.0,0.0,0.0,0.0,0.0,62.373291044913145,0.0,0.6741573033707864,2.228767795778105,0.0,15.939908575070529,189.0,82.0,Right,https://cdn.sofifa.net/players/163/489/23_120.png,GK,Sassuolo
93,Edinson Cavani,36,La Liga,Forward,Valencia CF,32.87303290838879,18.674698795180724,14.949494949494948,0.0,3.7936267071320184,60.77363717504491,4.225352112676057,11.01123595505618,9.617285694111,0.0,22.48151264769609,0.0,0.0,,,,
95,Christopher Trimmel,36,Bundesliga,Defender,Union Berlin,0.0,0.0,36.16161616161616,51.77304964539006,5.311077389984826,42.36870569174826,41.90140845070423,36.85393258426966,9.702347369680805,0.0,43.74295945827865,0.0,0.0,,,,
96,Antonio Candreva,36,Serie A,Midfielder,Salernitana,27.495315109092147,18.548387096774192,37.57575757575758,41.60756501182033,3.9453717754172994,69.41331808263004,20.774647887323944,13.258426966292133,0.5094788502685799,59.09090909090909,31.38126035849734,180.0,70.0,Right,https://cdn.sofifa.net/players/173/221/23_120.png,"RM, CM",Salernitana
98,Federico Fazio,36,Serie A,Defender,Salernitana,13.195814065057016,11.940298507462686,5.05050505050505,0.0,5.007587253414265,63.55818251609705,85.56338028169016,28.31460674157303,24.16398945097099,4.545454545454547,59.83778361152373,195.0,85.0,Right,https://cdn.sofifa.net/players/179/847/23_120.png,CB,Salernitana
99,Robbin Ruiter,36,Eredivisie,Goalkeeper,Cambuur,0.0,0.0,0.0,1.4184397163120566,3.7936267071320184,38.00877190066036,2.1126760563380285,1.3483146067415728,3.4128006872852237,0.0,10.470142631533836,0.0,0.0,,,,
100,Romain Hamouma,36,Ligue 1,Forward,Ajaccio,22.61368484092337,17.171717171717173,21.818181818181817,23.404255319148934,18.81638846737481,73.44239563803691,5.985915492957748,14.831460674157302,7.750452868483199,56.06060606060606,28.454408385672078,178.0,76.0,Right,https://cdn.sofifa.net/players/192/722/23_120.png,"ST, RM",Ajaccio
102,Vitorino Antunes,36,Liga NOS,Defender,Paços de Ferreira,4.704885186656423,4.10958904109589,21.01010101010101,18.912529550827422,11.684370257966616,55.34659867824516,79.5774647887324,36.85393258426966,4.197679256622441,57.57575757575758,59.77300656756414,175.0,72.0,Left,https://cdn.sofifa.net/players/178/424/23_120.png,LB,Paços de Ferreira
104,Pierrick Capelle,36,Ligue 1,Midfielder,Angers SCO,0.0,0.0,15.353535353535353,16.548463356973993,12.44309559939302,82.66455603031483,33.45070422535211,53.93258426966292,6.413776615397991,48.484848484848484,60.66339340449741,181.0,73.0,Left,https://cdn.sofifa.net/players/209/781/23_120.png,"RM, CM, LM",Angers SCO
108,Thomas Mangani,36,Ligue 1,Midfielder,Ajaccio,14.48845408789696,14.893617021276597,35.55555555555555,39.95271867612293,4.0971168437025804,57.31643022827157,50.00000000000001,50.337078651685395,10.557321137896286,13.63636363636364,57.57622317422242,183.0,79.0,Left,https://cdn.sofifa.net/players/178/160/23_120.png,"CDM, CM",Ajaccio
110,Jose Carlos Coentrão Marafona,36,Liga NOS,Goalkeeper,Paços de Ferreira,0.0,0.0,1.212121212121212,0.0,0.0,34.82583918124347,0.0,0.0,0.4919844818991612,0.0,8.148322161798557,190.0,86.0,Right,https://cdn.sofifa.net/players/200/798/23_120.png,GK,Paços de Ferreira
111,Kevin Gameiro,36,Ligue 1,Forward,Strasbourg,46.93382864940427,27.92207792207792,21.616161616161616,8.037825059101655,9.711684370257968,70.60439142929073,13.732394366197186,18.202247191011235,4.00796492295016,71.21212121212122,31.996523581976778,172.0,69.0,Right,https://cdn.sofifa.net/players/176/600/23_120.png,ST,Strasbourg
113,Antonio Adán,36,Liga NOS,Goalkeeper,Sporting CP,0.0,0.0,1.212121212121212,0.0,0.0,74.27800356330656,0.0,0.0,0.7549052211506485,0.0,18.76241443211762,190.0,94.0,Left,https://cdn.sofifa.net/players/178/086/23_120.png,GK,Sporting CP
115,Ivan Marcano Sierra,35,Liga NOS,Defender,Porto,32.19694777256855,32.6530612244898,3.2323232323232323,0.9456264775413711,1.8209408194233687,89.58976613412196,37.32394366197184,18.42696629213483,20.442201438983894,28.787878787878782,45.4066819414176,190.0,78.0,Left,https://cdn.sofifa.net/players/173/521/23_120.png,CB,Porto
116,Lionel Messi,35,Ligue 1,Forward,Paris Saint Germain,45.07559998492779,17.114093959731544,60.8080808080808,25.53191489361702,46.13050075872535,76.32219453170069,1.0563380281690142,17.752808988764045,0.24703091332515945,75.75757575757575,28.98461696795852,169.0,67.0,Left,https://cdn.sofifa.net/players/158/023/23_120.png,RW,Paris Saint Germain
117,Benoît Costil,35,Ligue 1,Goalkeeper,Lille,0.0,0.0,0.0,0.0,0.7587253414264037,42.275913522122295,0.0,2.4719101123595504,0.8211249773919335,0.0,11.456039852675321,0.0,0.0,,,,
118,José Luis Morales,35,La Liga,Forward,Villarreal,50.126653783926194,22.74678111587983,13.535353535353535,5.437352245862884,19.271623672230653,55.203910392984625,5.281690140845071,11.910112359550562,4.680412371134021,78.78787878787878,21.72708169979794,180.0,70.0,Right,https://cdn.sofifa.net/players/216/475/23_120.png,"ST, LM",Villarreal
119,Fernando Francisco Reges,35,La Liga,Midfielder,Sevilla FC,0.0,0.0,10.303030303030303,0.0,2.5796661608497726,87.01273124193324,48.23943661971832,43.370786516853926,8.875623965488028,53.03030303030303,61.28381997510449,183.0,76.0,Right,https://cdn.sofifa.net/players/184/134/22_120.png,"CDM, CM",Sevilla FC
120,Pedro Rodriguez,35,Serie A,Forward,Lazio,21.12699607056266,12.925170068027212,22.02020202020202,6.85579196217494,24.58270106221548,77.82120733441505,10.211267605633804,37.30337078651685,0.37087261260966886,63.63636363636364,42.73072436602287,169.0,65.0,Right,https://cdn.sofifa.net/players/189/505/23_120.png,"LW, RW",Lazio
121,Iago Aspas,35,La Liga,Forward,Celta de Vigo,37.474128776744635,18.627450980392158,52.12121212121212,5.200945626477541,10.01517450682853,67.58461332679747,7.746478873239438,6.292134831460674,7.593830260213955,77.27272727272727,22.980454922039204,176.0,67.0,Left,https://cdn.sofifa.net/players/192/629/23_120.png,ST,Celta de Vigo
122,Gary Alexis Medel Soto,35,Serie A,Midfielder,Bologna,0.0,0.0,8.686868686868687,0.0,2.731411229135053,88.63547306231405,60.21126760563381,35.73033707865169,6.659123292263851,37.878787878787875,61.68294229813188,171.0,76.0,Right,https://cdn.sofifa.net/players/193/532/23_120.png,"CB, CDM",Bologna
123,Francesco Caputo,35,Serie A,Forward,Empoli,21.751334735137934,13.86861313868613,17.97979797979798,0.7092198581560283,1.9726858877086497,53.83531487776554,3.521126760563381,3.595505617977528,5.728067641153732,68.18181818181819,16.418084275767765,181.0,77.0,Right,https://cdn.sofifa.net/players/189/053/23_120.png,ST,Empoli
125,Jonathan de Guzmán,35,Eredivisie,Midfielder,Sparta Rotterdam,24.147710829426405,24.489795918367346,18.585858585858585,2.836879432624113,6.525037936267071,71.29170450113182,34.50704225352113,31.685393258426963,9.037381610929511,54.54545454545455,46.315205007599474,173.0,70.0,Right,https://cdn.sofifa.net/players/177/569/23_120.png,"CM, CDM, CAM",Sparta Rotterdam
126,Nicolas Pallois,35,Ligue 1,Defender,Nantes,9.801292871270299,10.81081081081081,3.2323232323232323,1.8912529550827422,4.248861911987861,77.04352734318667,42.95774647887325,62.92134831460673,11.083520499979075,9.090909090909093,67.14037946803502,189.0,89.0,Left,https://cdn.sofifa.net/players/199/393/23_120.png,CB,Nantes
127,Yunis Abdelhamid,35,Ligue 1,Defender,Reims,5.350210871119928,5.084745762711865,7.07070707070707,0.0,8.194233687405161,75.37313228396772,59.15492957746479,50.337078651685395,19.607132906101977,1.5151515151515156,65.65389364034773,190.0,83.0,Left,https://cdn.sofifa.net/players/206/493/23_120.png,CB,Reims
128,Tim Ream,35,Premier League,Defender,Fulham,21.83828210916247,30.0,1.212121212121212,0.0,4.400606980273141,83.84896018074855,46.12676056338029,22.92134831460674,9.925702097404905,34.848484848484844,48.99873599799032,185.0,80.0,Left,https://cdn.sofifa.net/players/198/261/23_120.png,CB,Fulham
130,Rafał Gikiewicz,35,Bundesliga,Goalkeeper,Augsburg,0.0,0.0,0.0,0.0,0.0,51.53574437584723,1.7605633802816905,2.022471910112359,1.6958015837442104,0.0,14.315131421355343,0.0,0.0,,,,
134,Fernando Lopes dos Santos Varela,35,Liga NOS,Defender,Casa Pia,6.916523365951751,6.451612903225806,1.818181818181818,0.9456264775413711,1.3657056145675266,77.8589809806308,46.83098591549297,27.86516853932584,12.407573296084296,45.45454545454545,50.26308329272017,183.0,83.0,Right,https://cdn.sofifa.net/players/178/614/23_120.png,CB,Casa Pia
136,Karim Benzema,35,La Liga,Forward,Real Madrid,72.18189310436877,25.07462686567164,42.62626262626262,0.0,12.746585735963581,82.88127067253595,1.4084507042253522,9.887640449438202,4.8086428470555,74.24242424242425,26.811148742708365,185.0,81.0,Right,https://cdn.sofifa.net/players/165/153/23_120.png,"CF, ST",Real Madrid
139,Jonny Evans,35,Premier League,Defender,Leicester City,0.0,0.0,1.818181818181818,0.0,0.0,84.34173598418576,54.22535211267606,24.9438202247191,16.683979459840852,27.272727272727266,53.02285997636832,188.0,77.0,Right,https://cdn.sofifa.net/players/169/588/23_120.png,CB,Leicester City
140,Tomás Rincón,35,Serie A,Midfielder,Sampdoria,0.0,0.0,14.949494949494948,5.910165484633569,13.808801213960548,75.88643951147739,36.9718309859155,45.84269662921348,9.035897518374963,43.93939393939394,55.81509502116418,177.0,76.0,Right,https://cdn.sofifa.net/players/191/053/23_120.png,"CM, CDM",Sampdoria
143,Johan Gastien,35,Ligue 1,Midfielder,Clermont,29.85300517279449,31.11111111111111,19.595959595959595,18.203309692671393,3.6418816388467374,78.74028908866615,44.014084507042256,49.21348314606741,2.6929875553130156,28.787878787878782,60.608039902241615,179.0,69.0,Right,https://cdn.sofifa.net/players/208/861/23_120.png,CDM,Clermont
145,Francesco Acerbi,35,Serie A,Defender,Inter,0.0,0.0,12.12121212121212,3.546099290780141,3.9453717754172994,88.43998387265194,53.87323943661973,28.539325842696627,22.946994868820084,46.96969696969697,56.00121833345955,192.0,88.0,Left,https://cdn.sofifa.net/players/199/845/23_120.png,CB,Inter
146,Nicolas Otamendi,35,Liga NOS,Defender,Benfica,4.632362871640525,4.0,3.2323232323232323,0.0,2.883156297420334,90.05568843097771,75.35211267605635,49.662921348314605,22.263583170799667,50.0,74.72369769206495,182.0,78.0,Right,https://cdn.sofifa.net/players/192/366/23_120.png,CB,Benfica
147,Dimitri Liénard,35,Ligue 1,Midfielder,Strasbourg,0.0,0.0,37.77777777777778,52.4822695035461,8.04248861911988,66.21630369977149,32.74647887323944,61.57303370786517,7.275252390363763,28.787878787878782,60.03248981968834,181.0,77.0,Left,https://cdn.sofifa.net/players/235/042/23_120.png,"LWB, CM",Strasbourg
148,Ángel Di María,35,Serie A,Midfielder,Juventus,26.21425391685281,13.612565445026178,55.95959595959596,54.609929078014176,30.045523520485585,68.20962252085269,16.19718309859155,16.40449438202247,0.5150857341673537,72.72727272727273,31.175711977693954,180.0,69.0,Left,https://cdn.sofifa.net/players/183/898/23_120.png,RW,Juventus
149,Rui Pedro dos Santos Patrício,35,Serie A,Goalkeeper,Roma,0.0,0.0,0.0,0.0,0.0,56.043210121308476,2.1126760563380285,0.6741573033707864,0.44575355915562104,0.0,14.915974705515158,190.0,84.0,Left,https://cdn.sofifa.net/players/178/005/23_120.png,GK,Roma
150,Alejandro Gómez,35,La Liga,Forward,Sevilla FC,8.582407875763456,4.968944099378882,24.040404040404038,26.004728132387704,19.271623672230653,86.32401007438159,14.788732394366198,11.46067415730337,1.9813598937067822,84.84848484848484,33.0021916294331,167.0,68.0,Right,https://cdn.sofifa.net/players/143/076/22_120.png,"CAM, CF, CM",Sevilla FC
152,Nicolás Gaitán,35,Liga NOS,Midfielder,Paços de Ferreira,17.93172724506009,12.096774193548386,44.84848484848485,32.86052009456264,16.388467374810322,52.1624877044361,18.30985915492958,23.146067415730336,5.409392393715709,39.39393939393939,31.192740689945015,173.0,66.0,Left,https://cdn.sofifa.net/players/184/144/23_120.png,"CAM, CM",Paços de Ferreira
154,Vito Mannone,35,Ligue 1,Goalkeeper,Lorient,0.0,0.0,0.0,0.0,0.0,53.68549509322219,0.0,0.0,1.7475092860487942,0.0,13.241267308922115,189.0,77.0,Right,https://cdn.sofifa.net/players/179/547/23_120.png,GK,Lorient
155,Simon Terodde,35,Bundesliga,Forward,Schalke 04,25.786696751550405,13.966480446927374,20.2020202020202,0.0,1.5174506828528074,45.99690502051942,8.802816901408452,14.606741573033707,26.159017087981923,40.90909090909091,22.209623724422645,192.0,83.0,Right,https://cdn.sofifa.net/players/183/714/23_120.png,ST,Schalke 04
156,Ivan Rakitić,35,La Liga,Midfielder,Sevilla FC,6.043401385080023,4.132231404958678,28.48484848484848,27.42316784869976,3.0349013657056148,76.64822369702713,44.3661971830986,40.674157303370784,8.24108382843609,39.39393939393939,55.770469756697935,184.0,78.0,Right,https://cdn.sofifa.net/players/168/651/22_120.png,CM,Sevilla FC
157,Agustín Federico Marchesín,35,La Liga,Goalkeeper,Celta de Vigo,0.0,0.0,0.0,0.0,0.0,44.56746087933945,0.0,0.0,1.2316874660879003,0.0,10.780526279043922,188.0,85.0,Right,https://cdn.sofifa.net/players/201/095/23_120.png,GK,Celta de Vigo
